renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy
6.419,16.479,273.189,87.138,92.388,257.667,22.496,4.442
2.339,6.39,279.579,87.726,94.549,259.405,21.033,4.339
5.791,16.191,295.771,91.192,100.024,269.654,20.115,4.256
9.142,27.038,322.809,97.83,109.168,289.284,20.023,4.323
8.465,27.325,350.134,104.379,118.409,308.647,20.247,4.468
7.097,24.842,374.977,109.917,126.812,325.02,20.414,4.724
-1.615,-6.056,368.921,106.579,124.764,315.148,18.414,4.425
4.945,18.237,387.158,110.603,130.933,327.043,17.367,4.413
16.226,62.823,449.981,127.256,152.179,376.284,18.751,4.758
10.579,47.684,497.665,139.385,168.278,412.218,18.137,4.952
15.415,77.303,574.968,159.437,194.217,472.003,19.286,5.554
-2.374,-13.983,560.985,154.365,189.606,456.717,17.535,5.143
4.908,27.795,588.779,160.697,198.911,475.665,17.517,5.362
1.422,8.307,597.086,161.801,201.74,478.881,17.287,5.428
-1.065,-6.345,590.742,158.982,199.591,470.548,16.105,5.188
13.011,76.792,667.533,178.435,225.56,528.07,16.639,5.657
24.462,157.813,825.347,220.571,280.73,648.48,18.958,6.619
4.411,27.574,852.921,227.499,291.41,665.863,17.618,6.28
-0.377,-14.352,838.57,222.892,287.28,650.622,15.036,5.301
24.446,198.116,1036.686,275.621,357.43,799.408,16.222,5.601
13.58,131.264,1167.95,309.889,404.37,895.058,16.173,5.554
11.165,117.684,1285.634,340.206,446.72,979.093,15.588,5.578
11.978,146.819,1432.453,378.891,500.71,1083.949,15.258,5.719
32.7,458.782,1891.234,499.997,665.08,1421.802,19.025,7.269
0.365,-7.62,1883.614,496.137,664.39,1406.6,17.886,6.936
17.813,329.152,2212.766,583.285,786.38,1641.285,18.78,7.616
1.006,6.969,2219.735,583.879,792.38,1635.651,16.89,7.084
25.928,560.367,2780.102,731.442,999.56,2034.378,20.123,8.522
10.079,252.469,3032.571,794.542,1093.37,2203.743,20.215,8.958
17.529,519.769,3552.34,930.725,1289.23,2564.515,22.35,10.229
7.025,253.815,3806.155,999.96,1393.66,2730.941,24.079,10.833
9.251,330.728,4136.883,1086.241,1522.79,2950.933,25.001,11.726
9.164,368.094,4504.977,1182.081,1667.06,3194.394,25.419,12.292
10.396,435.932,4940.908,1295.152,1835.32,3486.708,25.775,12.862
9.401,462.568,5403.476,1416.851,2014.57,3800.276,27.0,13.439
7.953,434.268,5837.744,1533.367,2184.94,4096.864,28.246,14.062
12.194,693.404,6531.148,1719.995,2452.53,4580.39,28.908,14.886
8.926,561.459,7092.607,1901.426,2711.22,4974.17,30.673,16.019
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,10.479,,,573.404,,10.729
11.097,1.163,11.642,,,618.896,,10.591
11.481,1.337,12.979,,,670.957,,11.202
11.432,1.484,14.463,,,727.773,,12.024
11.183,1.617,16.08,,,788.536,,13.204
11.305,1.818,17.898,,,856.143,,13.413
6.124,1.096,18.994,,,887.343,,14.388
10.767,2.045,21.039,,,960.772,,13.824
8.831,1.858,22.897,,,1022.355,,15.555
13.543,3.101,25.998,,,1135.391,,15.789
12.844,3.384,29.382,,,1255.425,,18.879
5.111,1.503,30.884,,,1291.525,,19.034
2.065,0.635,31.519,,,1289.433,,18.8
15.348,4.834,36.353,,,1453.899,,20.633
9.757,3.544,39.897,,,1559.741,,21.763
8.896,3.547,43.444,,,1659.687,,22.777
-1.34,-0.585,42.859,,,1600.06,,22.156
6.853,2.938,45.798,,,1671.128,,23.009
0.842,0.386,46.183,,,1646.918,,22.032
11.509,5.314,51.497,,,1795.022,,24.248
7.545,3.884,55.381,,,1888.461,,25.236
15.454,8.549,63.93,,,2133.852,,27.8
8.874,5.668,69.598,,,2274.227,,27.699
5.434,3.78,73.378,,,2347.599,,29.224
9.126,6.691,80.069,,,2508.185,,30.274
2.638,2.111,82.18,851.799,27.77,2520.739,72.609,32.549
0.811,0.665,82.844,841.385,27.995,2489.867,69.772,31.965
-19.198,-15.876,66.969,666.506,22.621,1973.208,61.783,24.941
24.866,16.644,83.613,815.993,28.245,2415.527,67.749,28.616
15.071,12.601,96.214,920.866,32.502,2725.95,72.189,30.41
-0.111,-0.099,96.115,902.594,32.466,2672.08,68.374,29.69
10.217,9.813,105.928,976.825,35.784,2891.646,73.977,31.47
-10.689,-11.313,94.615,856.988,31.959,2537.151,64.037,27.652
-2.018,-1.896,92.719,825.251,31.314,2443.557,62.275,26.757
9.082,8.392,101.111,885.257,34.158,2620.48,71.497,31.316
-8.326,-8.401,92.711,815.501,31.98,2364.151,75.8,29.508
2.612,1.811,94.521,795.474,31.69,2372.647,74.617,29.83
7.259,6.207,100.728,836.257,33.83,2489.937,76.747,31.782
6.424,5.787,106.515,876.815,36.0,2594.268,78.947,32.991
5.942,5.603,112.117,958.263,39.91,2692.006,81.816,33.021
2.8,2.125,114.242,938.87,39.64,2705.823,80.324,34.173
11.885,10.242,124.484,995.957,42.6,2910.357,80.789,32.251
3.984,4.049,128.533,1022.246,44.27,2967.987,81.679,32.766
4.195,4.657,133.191,1054.198,46.19,3039.818,84.043,32.606
-5.824,-12.076,121.115,927.023,41.08,2733.109,73.554,29.995
2.951,0.348,121.463,907.263,40.66,2710.248,71.812,28.606
20.585,23.411,144.874,1077.272,48.81,3197.464,82.841,32.644
-0.392,-2.268,142.606,1039.264,47.58,3114.861,78.593,30.217
-5.349,-9.637,132.969,1091.744,50.48,2875.762,69.927,27.414
1.986,1.843,134.813,1029.608,48.06,2888.142,69.602,26.403
0.226,-0.498,134.314,1039.904,49.0,2850.486,64.288,27.785
3.956,5.323,139.637,1040.189,49.54,2931.946,66.443,25.639
17.954,26.878,166.515,1269.656,61.39,3443.828,79.254,30.292
1.698,-0.512,166.003,1219.231,60.08,3368.769,75.868,29.727
-1.968,-4.573,161.43,1082.144,54.31,3216.548,69.495,28.663
-8.325,-12.727,148.703,981.138,49.97,2919.716,64.778,29.01
19.613,29.397,178.1,1160.986,59.81,3457.138,73.922,31.012
5.71,9.907,188.007,1230.095,63.81,3624.295,75.497,30.854
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,92.533,0.29,,100.0,
,,,101.41,0.33,,100.0,
,,,117.076,0.39,,100.0,
,,,105.12,0.36,,90.0,
,,,98.786,0.35,,89.744,
,,,100.739,0.37,,88.095,
,,,102.273,0.39,,88.636,
,,,85.938,0.34,,85.0,
,,,95.364,0.39,,81.25,
,,,84.562,0.36,,69.231,
,,,99.146,0.44,,57.895,
,,,172.33,0.79,,63.71,
,,,212.167,1.0,,60.976,
,,,202.98,0.98,,59.394,
,,,194.141,0.96,,57.143,
,,,225.101,1.14,,42.697,
,,,225.571,1.17,,41.343,
,,,233.418,1.24,,43.509,
,,,211.356,1.15,,38.721,
,,,168.739,0.94,,25.683,
,,,168.357,0.96,,25.065,
,,,164.501,0.96,,23.881,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,574.152,0.01,,25.0,
,,,1157.675,0.02,,40.0,
,,,583.669,0.01,,25.0,
,,,586.51,0.01,,25.0,
,,,1174.536,0.02,,40.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,1703.865,6.78,,98.978,
,,,1672.743,6.78,,98.403,
,,,1761.013,7.26,,97.844,
,,,1695.073,7.1,,97.394,
,,,1857.598,7.9,,99.122,
,,,1823.492,7.87,,96.564,
,,,1838.668,8.05,,93.823,
,,,1855.846,8.24,,92.273,
,,,1928.066,8.68,,92.735,
,,,1906.586,8.7,,94.36,
,,,1895.181,8.76,,92.503,
,,,1878.234,8.79,,90.619,
,,,1931.768,9.15,,91.045,
,,,1853.266,8.88,,87.834,
,,,1859.921,9.01,,89.12,
,,,2144.94,10.5,,97.584,
,,,2123.269,10.5,,96.774,
,,,2214.725,11.06,,98.137,
,,,2208.01,11.13,,97.29,
,,,2198.828,11.18,,97.813,
,,,2254.491,11.55,,98.382,
,,,2435.021,12.55,,98.741,
,,,2389.576,12.38,,98.021,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,104.169,1.75,,38.043,
,,,103.216,1.78,,38.034,
,,,96.698,1.71,,33.794,
,,,99.909,1.81,,37.166,
,,,93.287,1.73,,33.462,
,,,74.854,1.42,,26.742,
,,,77.343,1.5,,28.355,
,,,89.819,1.78,,33.776,
,,,92.865,1.88,,34.559,
,,,102.042,2.11,,37.95,
,,,75.757,1.6,,28.47,
,,,81.622,1.76,,30.503,
,,,80.415,1.77,,26.737,
,,,70.763,1.59,,22.083,
,,,82.19,1.89,,24.169,
,,,56.788,1.34,,16.422,
,,,62.362,1.51,,16.89,
,,,82.099,2.04,,20.238,
,,,115.321,2.94,,30.785,
,,,132.326,3.46,,34.531,
,,,125.318,3.36,,31.788,
,,,120.459,3.31,,30.146,
,,11.618,806.368,3.93,2383.861,44.357,11.524
40.912,4.752,16.37,1143.559,5.54,3379.108,64.494,19.537
-21.321,-3.491,12.879,908.652,4.36,2684.148,48.989,15.995
4.907,0.635,13.514,953.591,4.57,2819.952,47.753,16.087
19.088,2.576,16.09,1128.764,5.44,3338.588,62.03,18.96
4.611,0.743,16.833,1183.666,5.69,3501.635,61.381,19.161
38.299,6.446,23.279,1653.839,7.87,4891.887,70.457,24.701
-25.627,-5.967,17.312,1241.676,5.85,3674.435,57.185,18.543
3.006,0.522,17.834,1294.009,6.03,3827.079,52.664,18.063
21.654,3.861,21.695,1593.806,7.34,4710.886,56.549,21.246
-12.027,-2.611,19.084,1418.069,6.45,4195.803,57.282,19.766
11.257,2.01,21.094,1593.162,7.18,4680.634,56.226,20.779
-18.509,-4.015,17.079,1304.966,5.85,3809.892,46.027,16.807
-6.727,-1.251,15.828,1223.902,5.46,3548.038,41.395,14.887
39.848,6.167,21.996,1717.172,7.63,4950.26,54.932,19.898
-7.509,-1.777,20.219,1593.792,7.06,4564.402,54.058,18.501
-5.843,-1.302,18.917,1505.355,6.65,4282.276,51.471,17.524
-28.201,-5.476,13.441,1075.917,4.74,3050.944,37.799,12.393
23.249,3.022,16.463,1329.186,5.84,3746.91,45.696,15.262
28.76,4.533,20.996,1706.928,7.48,4791.26,56.03,19.717
22.772,4.826,25.822,2128.789,9.3,5910.795,62.88,23.851
-42.707,-11.173,14.649,1213.281,5.28,3366.253,47.017,15.51
4.949,0.15,14.799,1214.334,5.26,3416.604,49.669,16.895
72.452,10.906,25.705,2153.705,9.28,5965.734,66.523,26.756
6.603,1.634,27.339,2320.279,9.94,6381.791,73.958,28.476
-24.207,-6.703,20.636,1767.407,7.52,4850.021,66.844,22.672
7.505,1.987,22.623,1979.285,8.36,5356.125,66.244,23.881
-14.961,-3.401,19.222,1698.284,7.12,4584.969,60.39,20.28
41.759,7.336,26.558,2350.686,9.78,6383.48,72.177,27.056
-10.121,-3.35,23.208,2021.915,8.35,5619.782,65.956,24.222
2.634,0.554,23.763,2086.958,8.55,5800.224,64.577,26.005
24.459,5.472,29.235,2593.507,10.53,7200.479,69.643,29.737
-12.037,-3.77,25.465,2218.163,8.94,6318.343,63.314,26.923
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,8.104,0.09,,0.634,
,,,6.284,0.07,,0.485,
,,,8.953,0.1,,0.675,
,,,11.608,0.13,,0.871,
,,,8.018,0.09,,0.61,
,,,228.523,2.57,,17.785,
,,,136.76,1.54,,9.935,
,,,171.253,1.93,,11.627,
,,,174.698,1.97,,11.818,
,,,167.506,1.89,,11.311,
,,,153.227,1.73,,10.555,
,,,154.0,1.74,,10.4,
,,,160.93,1.82,,10.478,
,,,156.339,1.77,,9.741,
,,,158.842,1.8,,9.825,
,,,163.141,1.85,,9.625,
,,,153.412,1.74,,8.978,
,,,160.545,1.82,,9.386,
,,,176.55,2.0,,10.183,
,,,264.211,2.99,,15.31,
,,,276.974,3.13,,16.828,
,,,291.39,3.28,,16.608,
,,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,,,0.0,,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,9.154,0.01,,0.197,
,,,27.003,0.03,,0.576,
,,,70.816,0.08,,1.501,
,,,148.46,0.17,,3.455,
,,,224.805,0.26,,5.508,
,,,282.783,0.33,,7.692,
,,,263.382,0.31,,7.143,
,,,336.903,0.4,,8.811,
,,,358.965,0.43,,8.793,
,,,355.805,0.43,,8.6,
,,,393.819,0.48,,9.486,
,,,423.163,0.52,,10.097,
,,,484.833,0.6,,12.371,
,,,626.912,0.78,,15.234,
,,,711.151,0.89,,16.92,
,,6.599,,,680.159,,1.408
-5.743,-0.379,6.22,,,639.185,,1.317
-9.874,-0.614,5.606,,,574.746,,1.206
-22.611,-1.268,4.339,,,444.071,,0.895
-18.373,-0.797,3.541,,,362.018,,0.701
42.804,1.516,5.057,,,516.281,,0.96
-29.369,-1.485,3.572,,,363.88,,0.645
4.636,0.166,3.738,,,379.406,,0.671
-14.478,-0.541,3.197,,,322.869,,0.571
68.27,2.182,5.379,,,539.99,,0.95
-0.275,-0.015,5.364,,,535.022,,0.91
-20.287,-1.088,4.276,,,423.849,,0.706
36.03,1.541,5.816,,,573.355,,0.93
-6.965,-0.405,5.411,,,530.733,,0.853
25.301,1.369,6.78,,,662.068,,1.058
4.623,0.313,7.094,,,690.728,,1.143
-14.089,-0.999,6.094,,,592.615,,0.989
-18.971,-1.156,4.938,,,479.728,,0.811
-0.898,-0.044,4.894,,,475.213,,0.802
-21.571,-1.056,3.838,,,372.648,,0.609
28.737,1.103,4.941,,,479.613,,0.782
12.268,0.606,5.547,,,538.434,,0.869
31.397,1.742,7.289,,,707.525,,1.116
-14.848,-1.082,6.207,,,602.352,,0.946
-21.725,-1.348,4.858,,,471.477,,0.764
-29.337,-1.425,3.433,112.608,1.16,333.269,1.863,0.628
-6.202,-0.213,3.22,105.791,1.09,312.535,1.808,0.647
30.568,0.945,4.166,135.778,1.4,403.996,2.371,0.862
10.603,0.439,4.605,148.271,1.53,446.239,2.608,0.961
18.425,0.819,5.423,172.459,1.78,525.447,3.048,1.163
39.131,1.974,7.397,233.715,2.41,717.331,3.978,1.521
-2.898,-0.387,7.01,219.51,2.26,680.823,3.541,1.394
2.048,-0.034,6.975,213.055,2.19,678.612,3.411,1.446
-6.882,-0.565,6.41,193.885,1.99,624.549,3.08,1.369
19.983,1.232,7.642,230.263,2.36,745.615,3.678,1.702
3.822,-0.073,7.569,222.771,2.28,739.555,3.128,1.595
4.151,0.659,8.228,251.215,2.57,804.295,3.463,1.696
20.232,1.391,9.619,292.044,2.99,939.501,3.934,1.976
-30.785,-3.327,6.292,182.474,1.87,613.985,2.259,1.223
20.176,2.192,8.484,267.03,2.74,826.849,3.27,1.607
1.986,0.758,9.242,304.471,3.13,899.058,3.82,1.779
17.832,1.296,10.539,341.588,3.52,1022.683,4.208,1.99
-2.699,-0.24,10.298,330.824,3.42,996.156,3.897,1.966
38.024,2.016,12.314,358.43,3.72,1186.456,4.467,2.397
38.325,3.695,16.009,447.152,4.66,1536.136,5.708,3.248
24.446,3.992,20.001,564.753,5.91,1911.264,6.933,3.894
24.507,4.644,24.645,689.762,7.24,2347.954,8.354,4.91
4.951,2.184,26.829,767.762,8.07,2552.475,9.318,5.372
11.23,3.654,30.483,884.489,9.3,2899.116,10.822,6.218
2.623,0.309,30.792,871.907,9.17,2927.818,10.787,6.416
0.116,0.43,31.222,894.164,9.41,2966.827,11.403,6.633
0.208,-0.107,31.115,891.943,9.39,2955.566,11.45,6.7
2.868,0.772,31.887,914.416,9.63,3027.832,11.226,6.5
-2.091,-0.784,31.103,895.146,9.43,2952.502,10.857,6.36
7.619,2.077,33.18,956.64,10.08,3148.945,11.752,6.943
4.578,1.129,34.309,986.616,10.39,3257.886,12.963,7.752
0.853,0.585,34.894,1018.957,10.71,3319.823,12.791,7.48
-1.923,-0.422,34.471,1000.573,10.5,3284.864,12.337,7.425
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
